id,applicant,type,typeDescription,applicationNumber,academicPeriod,academicPeriodDescription,admissionPopulation,admissionPopulationDescription,USFadmissionPopulationDescription,residencyType,residencyTypeDescription,academicLoad,academicLoadDescription,appliedOn,submitted_application,admittedOn,admittedDateUSF,admittedUSF,meltUSF,applicationStatus,applicationStatusDescription,applicationStatusDate,LEVEL,levelDescription,COLLEGE_CODE,COLLEGE_DESC,USF_COLLEGE_NAME,DEGREE_CODE,DEGREE_DESC,MAJOR_CODE,MAJOR_DESC,CAMPUS_CODE,CAMPUS_DESC,date_deposited,Deposited
e5ca7c48-6e1e-44d7-a400-6736b801e4c1,3930889,,Early Action,8403224,202540,Fall 40,D,Doctoral,,I,Non Resident Alien,P,partTime,2/8/24,,3/12/24,,FALSE,,P,Prospect,2/8/24,D,Doctoral,ED,School of Education,School of Education,PHD,Doctor of Philosophy,L&I,Learning and Instruction,ONLINE,Online,,FALSE
7371efef-f355-457a-b4c2-2123179d58e2,3170222,,Rolling Admission,8159191,202440,Fall 40,GR,Graduate,,R,Resident Alien,P,partTime,10/22/24,,1/12/25,,FALSE,,P,Prospect,10/22/24,GR,Graduate,EN,School of Engineering,School of Engineering,MS,Master of Science,ELEC,Electrical Engineering,MAIN,Main Campus,,FALSE
63b066ee-3451-453e-b2e5-3a374281e249,3925723,,Rolling Admission,3044568,202440,Fall 40,GR,Graduate,,I,Non Resident Alien,P,partTime,8/31/24,,,,FALSE,,P,Prospect,8/31/24,GR,Graduate,LA,College of Arts and Sci (Arts),College of Arts and Sci (Arts),MA,Master of Arts,ENG,English,MAIN,Main Campus,,FALSE
e4898cec-408c-486f-8a4f-74c65be73bc2,3846731,,Early Decision I,3548121,202540,Fall 40,D,Doctoral,,I,Non Resident Alien,P,partTime,2/29/24,,,,FALSE,,P,Prospect,2/29/24,D,Doctoral,LW,School of Law,School of Law,JD,Juris Doctor,LAW,Law,MAIN,Main Campus,,FALSE
bb393243-2827-447a-b057-692320d6e496,3857272,,Regular Decision,3169840,202440,Fall 40,D,Doctoral,,D,U.S Citizen,P,partTime,11/3/24,,,,FALSE,,P,Prospect,11/3/24,D,Doctoral,BU,School of Business,School of Business,JD,Juris Doctor,MKT,Marketing,ONLINE,Online,,FALSE
546a51ba-bea5-4a3b-b45a-cb579a24608a,3938392,,Rolling Admission,3581599,202440,Fall 40,D,Doctoral,,D,U.S Citizen,P,partTime,9/25/24,,,,FALSE,,P,Prospect,9/25/24,D,Doctoral,NS,School of Nursing,School of Nursing,JD,Juris Doctor,MPH,Public Health,MAIN,Main Campus,,FALSE
8981c76a-2c70-462b-8679-ba91adcd729d,3266963,,Early Decision I,3437880,202540,Fall 40,UG,Graduate,,R,Resident Alien,F,fullTime,2/13/24,,,,FALSE,,P,Prospect,2/13/24,UG,Graduate,LA,College of Arts and Sci (Arts),College of Arts and Sci (Arts),BFA,Bachelor of Fine Arts,ECN,Economics,MAIN,Main Campus,,FALSE
af9b4606-beb0-4382-a3c0-82a3bec17ce6,3095645,,Early Decision II,1073896,202440,Fall 40,UG,Graduate,,I,Non Resident Alien,F,fullTime,9/16/24,,12/22/24,,FALSE,,P,Prospect,9/16/24,UG,Graduate,AR,School of Architecture,School of Architecture,BArch,Bachelor of Architecture,GEN,General Studies,HYBRID,Hybrid,2/1/25,FALSE
2b24fdb5-2fa4-4b1e-b54f-338bc10d386f,3683084,,Early Decision I,2361072,202540,Fall 40,D,Doctoral,,D,U.S Citizen,P,partTime,2/27/24,,5/31/24,,FALSE,,P,Prospect,2/27/24,D,Doctoral,SC,College of Arts and Sci (Sci),College of Arts and Sci (Sci),EDD,Doctor of Education,PHYS,Physics,ONLINE,Online,6/16/24,FALSE
59d920f3-2b5f-4d8d-9958-8dac9c99b937,3110268,,Early Action,4557929,202540,Fall 40,D,Doctoral,,I,Non Resident Alien,P,partTime,2/6/24,,5/11/24,,FALSE,,P,Prospect,2/6/24,D,Doctoral,LW,School of Law,School of Law,JD,Juris Doctor,LAW,Law,HYBRID,Hybrid,6/25/24,FALSE
5ceb00db-390a-45f7-a13a-f76fe6efaf52,3421794,,Rolling Admission,4939471,202440,Fall 40,GR,Graduate,,R,Resident Alien,F,fullTime,10/20/24,,12/5/24,,FALSE,,P,Prospect,10/20/24,GR,Graduate,NS,School of Nursing,School of Nursing,MFA,Master of Fine Arts,MPH,Public Health,HYBRID,Hybrid,,FALSE
29b9ceab-a86f-450d-a071-e865f15a6c64,3880620,,Early Action,7714842,202440,Fall 40,GR,Graduate,,R,Resident Alien,P,partTime,8/11/24,,9/29/24,,FALSE,,P,Prospect,8/11/24,GR,Graduate,NS,School of Nursing,School of Nursing,MPH,Master of Public Health,MPH,Public Health,HYBRID,Hybrid,,FALSE
935234b0-de61-48ad-90f7-7757f294727c,3996827,,Early Decision I,5150486,202440,Fall 40,GR,Graduate,,D,U.S Citizen,F,fullTime,9/10/24,,11/12/24,,FALSE,,P,Prospect,9/10/24,GR,Graduate,SC,College of Arts and Sci (Sci),College of Arts and Sci (Sci),MA,Master of Arts,CHEM,Chemistry,MAIN,Main Campus,11/24/24,FALSE
b8e798d8-66a8-4d87-a962-58d51cf16da3,3115553,,Rolling Admission,6040635,202540,Fall 40,GR,Graduate,,D,U.S Citizen,F,fullTime,3/29/24,,6/8/24,,FALSE,,P,Prospect,3/29/24,GR,Graduate,BU,School of Business,School of Business,MA,Master of Arts,MKT,Marketing,HYBRID,Hybrid,,FALSE
9ec5b424-cf72-4e5e-9384-0a60f880fa57,3968470,,Early Decision I,8546215,202440,Fall 40,UG,Graduate,,R,Resident Alien,F,fullTime,8/31/24,,,,FALSE,,P,Prospect,8/31/24,UG,Graduate,EN,School of Engineering,School of Engineering,BS,Bachelor of Science,MECH,Mechanical Engineering,HYBRID,Hybrid,,FALSE
d0b51ce4-4e58-49b3-9bfd-1a4bec421e15,3354969,,Rolling Admission,8455194,202440,Fall 40,GR,Graduate,,I,Non Resident Alien,F,fullTime,11/17/24,,1/18/25,,FALSE,,P,Prospect,11/17/24,GR,Graduate,ED,School of Education,School of Education,MS,Master of Science,TSOL,Teach Engl/Speakers Other Lang,HYBRID,Hybrid,,FALSE
714f508d-c7b4-41df-8321-9824b540e0b9,3307538,,Early Decision I,6195140,202440,Fall 40,UG,Graduate,,I,Non Resident Alien,F,fullTime,8/9/24,,,,FALSE,,P,Prospect,8/9/24,UG,Graduate,LA,College of Arts and Sci (Arts),College of Arts and Sci (Arts),BA,Bachelor of Arts,SOC,Sociology,MAIN,Main Campus,,FALSE
2fa652b2-bb58-481d-931f-0c808c5063df,3777498,,Early Decision I,3245511,202440,Fall 40,UG,Graduate,,R,Resident Alien,P,partTime,8/6/24,,9/16/24,,FALSE,,P,Prospect,8/6/24,UG,Graduate,AR,School of Architecture,School of Architecture,BFA,Bachelor of Fine Arts,GEN,General Studies,MAIN,Main Campus,10/16/24,FALSE
63e798bd-3bff-409e-af7f-fcc987835fd1,3625645,,Early Decision I,1159138,202540,Fall 40,D,Doctoral,,I,Non Resident Alien,F,fullTime,2/25/24,,5/7/24,,FALSE,,P,Prospect,2/25/24,D,Doctoral,SC,College of Arts and Sci (Sci),College of Arts and Sci (Sci),EDD,Doctor of Education,CHEM,Chemistry,MAIN,Main Campus,5/25/24,FALSE
5ba94d54-c546-4e71-9d0c-8cfae9854d8e,3786325,,Early Decision II,3364992,202540,Fall 40,D,Doctoral,,D,U.S Citizen,P,partTime,1/12/24,,,,FALSE,,P,Prospect,1/12/24,D,Doctoral,LW,School of Law,School of Law,JD,Juris Doctor,LAW,Law,MAIN,Main Campus,,FALSE
8fac2197-18bd-462d-82f1-5eb0b16e6c79,3858467,,Early Decision I,8614054,202440,Fall 40,D,Doctoral,,I,Non Resident Alien,P,partTime,8/5/24,,10/3/24,,FALSE,,P,Prospect,8/5/24,D,Doctoral,LW,School of Law,School of Law,JD,Juris Doctor,LAW,Law,MAIN,Main Campus,10/25/24,FALSE
7014d209-5bc3-436e-8bf7-a2812bff2f7a,3254320,,Early Decision I,9417614,202540,Fall 40,D,Doctoral,,D,U.S Citizen,F,fullTime,2/19/24,,,,FALSE,,P,Prospect,2/19/24,D,Doctoral,ED,School of Education,School of Education,MD,Doctor of Medicine,O&L,Organization and Leadership,MAIN,Main Campus,,FALSE
60ae6ec8-ba2d-446a-8285-61b741dfbf5e,3555059,,Regular Decision,6159888,202440,Fall 40,GR,Graduate,,I,Non Resident Alien,P,partTime,11/2/24,,,,FALSE,,P,Prospect,11/2/24,GR,Graduate,NS,School of Nursing,School of Nursing,MS,Master of Science,HCA,Health Care Administration,ONLINE,Online,,FALSE
9f290856-160c-430b-a641-66938ea0d5b4,3422295,,Rolling Admission,9832855,202440,Fall 40,UG,Graduate,,R,Resident Alien,F,fullTime,9/25/24,,1/4/25,,FALSE,,P,Prospect,9/25/24,UG,Graduate,ED,School of Education,School of Education,BA,Bachelor of Arts,TSOL,Teach Engl/Speakers Other Lang,HYBRID,Hybrid,,FALSE
fe355ddd-7d81-492c-8b8d-12949fb1e6e3,3805735,,Early Decision I,4213204,202440,Fall 40,D,Doctoral,,I,Non Resident Alien,P,partTime,8/8/24,,,,FALSE,,I,Inquiry,8/8/24,D,Doctoral,EN,School of Engineering,School of Engineering,PHD,Doctor of Philosophy,CIV,Civil Engineering,HYBRID,Hybrid,,FALSE
46966736-a725-4d87-9cab-fb39caf8273c,3683084,,Rolling Admission,1393019,202440,Fall 40,D,Doctoral,,R,Resident Alien,F,fullTime,9/21/24,,,,FALSE,,I,Inquiry,9/21/24,D,Doctoral,LW,School of Law,School of Law,JD,Juris Doctor,LAW,Law,HYBRID,Hybrid,,FALSE
e2b801d3-3164-47b8-961d-fbeac12e7b87,3963887,,Regular Decision,8357342,202440,Fall 40,UG,Graduate,,I,Non Resident Alien,P,partTime,9/25/24,,,,FALSE,,I,Inquiry,9/25/24,UG,Graduate,AR,School of Architecture,School of Architecture,BS,Bachelor of Science,GEN,General Studies,ONLINE,Online,,FALSE
7b4906f4-683c-41a8-a826-c1be460fc9a2,3784674,,Early Action,1419808,202540,Fall 40,D,Doctoral,,R,Resident Alien,F,fullTime,1/16/24,,,,FALSE,,I,Inquiry,1/16/24,D,Doctoral,SC,College of Arts and Sci (Sci),College of Arts and Sci (Sci),PHD,Doctor of Philosophy,CHEM,Chemistry,ONLINE,Online,,FALSE
82f4f7ec-dc42-433c-991a-8ea7492090f0,3735536,,Early Action,1416320,202540,Fall 40,GR,Graduate,,R,Resident Alien,P,partTime,2/16/24,,4/14/24,,FALSE,,I,Inquiry,2/16/24,GR,Graduate,SC,College of Arts and Sci (Sci),College of Arts and Sci (Sci),MBA,Master of Business Administration,MATH,Mathematics,MAIN,Main Campus,4/20/24,FALSE
ea616364-b3b6-41c3-87a9-e89d85851683,3519945,,Rolling Admission,7221483,202440,Fall 40,D,Doctoral,,D,U.S Citizen,P,partTime,9/4/24,,11/24/24,,FALSE,,I,Inquiry,9/4/24,D,Doctoral,ED,School of Education,School of Education,PHD,Doctor of Philosophy,IME,Intl and Multicultural Educ.,ONLINE,Online,12/31/24,FALSE
f4798f94-64fc-4f5a-be7f-5457276df684,3777498,,Regular Decision,9956349,202440,Fall 40,D,Doctoral,,R,Resident Alien,P,partTime,9/19/24,,12/15/24,,FALSE,,I,Inquiry,9/19/24,D,Doctoral,EN,School of Engineering,School of Engineering,MD,Doctor of Medicine,ELEC,Electrical Engineering,ONLINE,Online,,FALSE
cda29713-222b-420b-8f31-a16699c335a3,3307538,,Early Action,5475863,202440,Fall 40,GR,Graduate,,D,U.S Citizen,F,fullTime,8/3/24,,10/11/24,,FALSE,,I,Inquiry,8/3/24,GR,Graduate,ED,School of Education,School of Education,MA,Master of Arts,O&L,Organization and Leadership,HYBRID,Hybrid,,FALSE
8016d3a5-7682-404c-b33f-5366e373ab87,3140583,,Early Action,4568277,202540,Fall 40,D,Doctoral,,I,Non Resident Alien,F,fullTime,2/9/24,,,,FALSE,,I,Inquiry,2/9/24,D,Doctoral,NS,School of Nursing,School of Nursing,MD,Doctor of Medicine,HCA,Health Care Administration,HYBRID,Hybrid,,FALSE
749c66a3-27a7-47a4-b5cf-3f398d4d2270,3233348,,Early Decision I,5473620,202540,Fall 40,UG,Graduate,,I,Non Resident Alien,F,fullTime,1/27/24,,,,FALSE,,I,Inquiry,1/27/24,UG,Graduate,BU,School of Business,School of Business,BArch,Bachelor of Architecture,MKT,Marketing,ONLINE,Online,,FALSE
18fce0e0-c144-41a1-9b79-1f234ac301bf,3437997,,Early Action,2397114,202440,Fall 40,D,Doctoral,,D,U.S Citizen,P,partTime,9/6/24,,,,FALSE,,I,Inquiry,9/6/24,D,Doctoral,BU,School of Business,School of Business,MD,Doctor of Medicine,ENT,Entrepreneurship,ONLINE,Online,,FALSE
540dd667-e387-4dc1-b21a-271ee554ad4a,3135478,,Early Action,4604168,202440,Fall 40,D,Doctoral,,D,U.S Citizen,P,partTime,8/31/24,,11/1/24,,FALSE,,I,Inquiry,8/31/24,D,Doctoral,LW,School of Law,School of Law,JD,Juris Doctor,LAW,Law,ONLINE,Online,,FALSE
fa713419-e0c1-4cc4-aa44-8399bcc47f69,3660278,,Regular Decision,7012422,202440,Fall 40,UG,Graduate,,I,Non Resident Alien,P,partTime,9/18/24,,,,FALSE,,I,Inquiry,9/18/24,UG,Graduate,EN,School of Engineering,School of Engineering,BFA,Bachelor of Fine Arts,CS,Computer Science Engineering,ONLINE,Online,,FALSE
bd3052e1-5720-407b-9a8f-270e833e2560,3912387,,Rolling Admission,4143717,202440,Fall 40,UG,Graduate,,I,Non Resident Alien,P,partTime,11/11/24,,,,FALSE,,I,Inquiry,11/11/24,UG,Graduate,EN,School of Engineering,School of Engineering,BFA,Bachelor of Fine Arts,CHEM,Chemical Engineering,HYBRID,Hybrid,,FALSE
f060faa2-d0d3-49ad-b139-c5df39bf5875,3379878,,Early Decision II,8740135,202540,Fall 40,D,Doctoral,,I,Non Resident Alien,P,partTime,2/22/24,,5/6/24,,FALSE,,I,Inquiry,2/22/24,D,Doctoral,SC,College of Arts and Sci (Sci),College of Arts and Sci (Sci),MD,Doctor of Medicine,BIO,Biology,ONLINE,Online,,FALSE
e82f5be9-b0bb-40a4-b8b9-81b4e981d003,3935617,,Early Decision II,7860631,202540,Fall 40,D,Doctoral,,D,U.S Citizen,P,partTime,1/17/24,,,,FALSE,,I,Inquiry,1/17/24,D,Doctoral,NS,School of Nursing,School of Nursing,JD,Juris Doctor,MPH,Public Health,MAIN,Main Campus,,FALSE
65a4ce73-8c73-4b9b-9082-41a99f399f94,3747593,,Regular Decision,3068867,202540,Fall 40,UG,Graduate,,I,Non Resident Alien,F,fullTime,2/28/24,,5/28/24,,FALSE,,I,Inquiry,2/28/24,UG,Graduate,NS,School of Nursing,School of Nursing,BBA,Bachelor of Business Administration,HCA,Health Care Administration,ONLINE,Online,6/29/24,FALSE
17c6ddf5-de52-4f5c-89f8-4ad66d3fc4c1,3021128,,Regular Decision,9521632,202440,Fall 40,D,Doctoral,,D,U.S Citizen,F,fullTime,9/8/24,,,,FALSE,,I,Inquiry,9/8/24,D,Doctoral,BU,School of Business,School of Business,JD,Juris Doctor,ENT,Entrepreneurship,ONLINE,Online,,FALSE
e0b6eb86-7f43-4b15-b55e-d90a963b1ebd,3222059,,Early Decision I,7418713,202540,Fall 40,GR,Graduate,,R,Resident Alien,P,partTime,2/4/24,,4/13/24,,FALSE,,I,Inquiry,2/4/24,GR,Graduate,EN,School of Engineering,School of Engineering,MPH,Master of Public Health,CHEM,Chemical Engineering,HYBRID,Hybrid,,FALSE
2cafa556-328c-4728-b4e5-5aca4a9eca07,3466676,,Early Decision I,5034356,202540,Fall 40,GR,Graduate,,D,U.S Citizen,F,fullTime,2/6/24,,4/2/24,,FALSE,,I,Inquiry,2/6/24,GR,Graduate,NS,School of Nursing,School of Nursing,MS,Master of Science,NUR,Nursing,MAIN,Main Campus,4/6/24,FALSE
49ccf069-3046-4b63-a654-1660e50b3003,3061853,,Regular Decision,1022411,202540,Fall 40,UG,Graduate,,D,U.S Citizen,P,partTime,4/29/24,,7/5/24,,FALSE,,I,Inquiry,4/29/24,UG,Graduate,BU,School of Business,School of Business,BArch,Bachelor of Architecture,FIN,Finance,ONLINE,Online,7/24/24,FALSE
521ee561-05ce-43d2-aaea-2fcecc574e85,3689742,,Early Action,6220411,202440,Fall 40,UG,Graduate,,I,Non Resident Alien,P,partTime,9/10/24,,11/22/24,,FALSE,,I,Inquiry,9/10/24,UG,Graduate,SC,College of Arts and Sci (Sci),College of Arts and Sci (Sci),BFA,Bachelor of Fine Arts,BIO,Biology,ONLINE,Online,11/28/24,FALSE
ba8d69e5-69b0-46fa-9a5d-aa462efb3870,3677159,,Early Decision II,1905207,202440,Fall 40,UG,Graduate,,D,U.S Citizen,F,fullTime,9/11/24,,,,FALSE,,I,Inquiry,9/11/24,UG,Graduate,AR,School of Architecture,School of Architecture,BBA,Bachelor of Business Administration,GEN,General Studies,MAIN,Main Campus,,FALSE
51e91f7c-ebb1-46e0-9f67-0aa6ec7ab714,3295597,,Early Decision I,3211431,202440,Fall 40,D,Doctoral,,D,U.S Citizen,P,partTime,8/31/24,,11/13/24,,FALSE,,I,Inquiry,8/31/24,D,Doctoral,LA,College of Arts and Sci (Arts),College of Arts and Sci (Arts),PHD,Doctor of Philosophy,PSY,Psychology,ONLINE,Online,11/18/24,FALSE
06b783b3-a762-4cac-810a-d672f0e1abc5,3250998,,Early Action,4061466,202440,Fall 40,UG,Graduate,,I,Non Resident Alien,F,fullTime,9/30/24,,1/7/25,,FALSE,,I,Inquiry,9/30/24,UG,Graduate,BU,School of Business,School of Business,BS,Bachelor of Science,MKT,Marketing,HYBRID,Hybrid,2/19/25,FALSE
0bbadd0d-0e01-4425-829a-875a4f9d0159,3880620,,Early Decision II,9074413,202440,Fall 40,UG,Graduate,,I,Non Resident Alien,P,partTime,8/6/24,,,,FALSE,,I,Inquiry,8/6/24,UG,Graduate,BU,School of Business,School of Business,BS,Bachelor of Science,FIN,Finance,HYBRID,Hybrid,,FALSE
98d33146-c873-4413-8780-4feef839b049,3421794,,Early Decision I,7037061,202540,Fall 40,GR,Graduate,,R,Resident Alien,F,fullTime,2/16/24,,,,FALSE,,I,Inquiry,2/16/24,GR,Graduate,BU,School of Business,School of Business,MFA,Master of Fine Arts,FIN,Finance,HYBRID,Hybrid,,FALSE
5195af94-a61e-4dc3-91ec-2cf9b785c040,3930889,,Rolling Admission,4861309,202540,Fall 40,UG,Graduate,,D,U.S Citizen,F,fullTime,4/12/24,,,,FALSE,,I,Inquiry,4/12/24,UG,Graduate,EN,School of Engineering,School of Engineering,BBA,Bachelor of Business Administration,CS,Computer Science Engineering,MAIN,Main Campus,,FALSE
6b9c6bb4-4c6b-4983-b6b7-464a5631384b,3354969,,Early Decision I,7200546,202540,Fall 40,UG,Graduate,,R,Resident Alien,P,partTime,1/13/24,,,,FALSE,,I,Inquiry,1/13/24,UG,Graduate,LA,College of Arts and Sci (Arts),College of Arts and Sci (Arts),BFA,Bachelor of Fine Arts,ECN,Economics,ONLINE,Online,,FALSE
1a989662-616e-4903-8f74-797780d1be0a,3553940,,Regular Decision,6203457,202540,Fall 40,GR,Graduate,,D,U.S Citizen,P,partTime,4/25/24,,7/9/24,,FALSE,,I,Inquiry,4/25/24,GR,Graduate,EN,School of Engineering,School of Engineering,MS,Master of Science,CHEM,Chemical Engineering,ONLINE,Online,8/1/24,FALSE
64338c61-ac41-494d-9418-4b7ec72fa653,3786325,,Early Decision I,1861789,202440,Fall 40,UG,Graduate,,R,Resident Alien,P,partTime,8/26/24,,,,FALSE,,I,Inquiry,8/26/24,UG,Graduate,EN,School of Engineering,School of Engineering,BFA,Bachelor of Fine Arts,ELEC,Electrical Engineering,MAIN,Main Campus,,FALSE
38da2661-41cd-4fab-9136-f9e146d16e23,3216291,,Early Action,2446943,202440,Fall 40,D,Doctoral,,R,Resident Alien,P,partTime,8/28/24,,,,FALSE,,I,Inquiry,8/28/24,D,Doctoral,SC,College of Arts and Sci (Sci),College of Arts and Sci (Sci),EDD,Doctor of Education,CS,Computer Science,ONLINE,Online,,FALSE
056042b7-75d0-4d37-82cc-9e4ea33a5d75,3934877,,Early Action,1963744,202540,Fall 40,GR,Graduate,,R,Resident Alien,F,fullTime,1/26/24,,5/2/24,,FALSE,,I,Inquiry,1/26/24,GR,Graduate,ED,School of Education,School of Education,MBA,Master of Business Administration,EDU,Education,MAIN,Main Campus,5/21/24,FALSE
6e518897-11e5-405a-8933-d85a89937118,3110268,,Early Action,6261768,202440,Fall 40,UG,Graduate,,R,Resident Alien,P,partTime,9/9/24,,10/22/24,,FALSE,,I,Inquiry,9/9/24,UG,Graduate,SC,College of Arts and Sci (Sci),College of Arts and Sci (Sci),BFA,Bachelor of Fine Arts,CS,Computer Science,HYBRID,Hybrid,12/4/24,FALSE
e946f7b9-652e-43d9-9988-716d5e5a312c,3370343,,Rolling Admission,3294656,202540,Fall 40,UG,Graduate,,I,Non Resident Alien,P,partTime,3/26/24,,,,FALSE,,I,Inquiry,3/26/24,UG,Graduate,SC,College of Arts and Sci (Sci),College of Arts and Sci (Sci),BA,Bachelor of Arts,CS,Computer Science,ONLINE,Online,,FALSE
817a1052-dbdc-4af1-8c69-702fedeb12a9,3683909,,Regular Decision,4079874,202540,Fall 40,GR,Graduate,,D,U.S Citizen,P,partTime,3/29/24,,,,FALSE,,I,Inquiry,3/29/24,GR,Graduate,LA,College of Arts and Sci (Arts),College of Arts and Sci (Arts),MS,Master of Science,PSY,Psychology,HYBRID,Hybrid,,FALSE
a9dafeb6-3b02-42eb-9666-03c0e5c67e79,3775747,,Regular Decision,9016433,202440,Fall 40,D,Doctoral,,D,U.S Citizen,P,partTime,10/2/24,,,,FALSE,,I,Inquiry,10/2/24,D,Doctoral,LW,School of Law,School of Law,JD,Juris Doctor,LAW,Law,HYBRID,Hybrid,,FALSE
32e7ff49-cdae-4fe0-95b1-3980e04ca0cd,3227479,,Early Decision II,1124078,202540,Fall 40,D,Doctoral,,I,Non Resident Alien,P,partTime,2/8/24,,,,FALSE,,I,Inquiry,2/8/24,D,Doctoral,AR,School of Architecture,School of Architecture,MD,Doctor of Medicine,GEN,General Studies,MAIN,Main Campus,,FALSE
47d7fe9e-b1d8-4a83-b279-ac84dbcb9583,3928156,,Early Action,8066281,202440,Fall 40,UG,Graduate,,R,Resident Alien,P,partTime,8/15/24,,10/4/24,,FALSE,,I,Inquiry,8/15/24,UG,Graduate,BU,School of Business,School of Business,BFA,Bachelor of Fine Arts,MKT,Marketing,MAIN,Main Campus,11/13/24,FALSE
cc991bb9-1e07-49f9-af9f-7faa184aed41,3825188,,Early Action,6554048,202540,Fall 40,GR,Graduate,,R,Resident Alien,F,fullTime,2/18/24,,4/21/24,,FALSE,,I,Inquiry,2/18/24,GR,Graduate,LA,College of Arts and Sci (Arts),College of Arts and Sci (Arts),MA,Master of Arts,ENG,English,HYBRID,Hybrid,5/18/24,FALSE
25b22c1e-b26f-414e-83e5-333bd280ef36,3355617,,Rolling Admission,4447895,202540,Fall 40,GR,Graduate,,R,Resident Alien,P,partTime,3/17/24,,,,FALSE,,I,Inquiry,3/17/24,GR,Graduate,ED,School of Education,School of Education,MFA,Master of Fine Arts,EDU,Education,HYBRID,Hybrid,,FALSE
49aee20d-5ff6-4470-9bc3-e9ed940dc2f7,3328599,,Early Decision I,8556776,202540,Fall 40,GR,Graduate,,R,Resident Alien,P,partTime,1/11/24,,,,FALSE,,I,Inquiry,1/11/24,GR,Graduate,NS,School of Nursing,School of Nursing,MPH,Master of Public Health,HCA,Health Care Administration,HYBRID,Hybrid,,FALSE
accae767-4cde-4c67-9674-47903cf65322,3612005,,Early Decision II,8435030,202540,Fall 40,GR,Graduate,,I,Non Resident Alien,P,partTime,2/25/24,,6/14/24,,FALSE,,I,Inquiry,2/25/24,GR,Graduate,AR,School of Architecture,School of Architecture,MBA,Master of Business Administration,GEN,General Studies,ONLINE,Online,6/16/24,FALSE
422d3fc6-63f1-41e6-9656-e4834b0d542e,3294530,,Early Decision I,4163544,202440,Fall 40,GR,Graduate,,R,Resident Alien,F,fullTime,8/19/24,,12/10/24,,FALSE,,I,Inquiry,8/19/24,GR,Graduate,EN,School of Engineering,School of Engineering,MS,Master of Science,CHEM,Chemical Engineering,ONLINE,Online,12/23/24,FALSE
393a16eb-b8be-4fbd-a19f-6efafc96cd7c,3285225,,Early Decision II,4942624,202540,Fall 40,UG,Graduate,,I,Non Resident Alien,P,partTime,2/16/24,,,,FALSE,,I,Inquiry,2/16/24,UG,Graduate,BU,School of Business,School of Business,BA,Bachelor of Arts,ACC,Accounting,ONLINE,Online,,FALSE
ead221e2-b7f6-4209-80c7-a5f5ffcb3ee4,3838358,,Early Action,7448142,202440,Fall 40,GR,Graduate,,I,Non Resident Alien,F,fullTime,9/1/24,,10/29/24,,FALSE,,I,Inquiry,9/1/24,GR,Graduate,EN,School of Engineering,School of Engineering,MS,Master of Science,CIV,Civil Engineering,HYBRID,Hybrid,12/9/24,FALSE
a0dcd61d-f391-4395-9b92-4348c19bf6b7,3996827,,Regular Decision,8483890,202440,Fall 40,GR,Graduate,,D,U.S Citizen,F,fullTime,10/9/24,,,,FALSE,,I,Inquiry,10/9/24,GR,Graduate,AR,School of Architecture,School of Architecture,MFA,Master of Fine Arts,GEN,General Studies,MAIN,Main Campus,,FALSE
d5c4f0a0-f4c0-421c-b5ba-3cbf8f8ad367,3555059,,Regular Decision,5946427,202440,Fall 40,D,Doctoral,,I,Non Resident Alien,P,partTime,10/11/24,,1/7/25,,FALSE,,I,Inquiry,10/11/24,D,Doctoral,LW,School of Law,School of Law,JD,Juris Doctor,LAW,Law,HYBRID,Hybrid,1/27/25,FALSE
b2039702-3db6-4315-a865-4920d0ff8730,3254320,,Rolling Admission,4605420,202440,Fall 40,UG,Graduate,,I,Non Resident Alien,P,partTime,11/23/24,,1/14/25,,FALSE,,I,Inquiry,11/23/24,UG,Graduate,ED,School of Education,School of Education,BA,Bachelor of Arts,EDU,Education,ONLINE,Online,1/20/25,FALSE
dd6818c4-32fe-4f2a-aca3-a1f0e2a1c32d,3625645,,Regular Decision,4743386,202540,Fall 40,UG,Graduate,,R,Resident Alien,P,partTime,4/27/24,,7/21/24,,FALSE,,I,Inquiry,4/27/24,UG,Graduate,EN,School of Engineering,School of Engineering,BBA,Bachelor of Business Administration,CIV,Civil Engineering,MAIN,Main Campus,,FALSE
88994824-cf45-42be-b3c9-5afb0b069fe9,3020538,,Early Action,8643609,202540,Fall 40,D,Doctoral,,I,Non Resident Alien,P,partTime,1/8/24,,,,FALSE,,I,Inquiry,1/8/24,D,Doctoral,EN,School of Engineering,School of Engineering,EDD,Doctor of Education,CIV,Civil Engineering,HYBRID,Hybrid,,FALSE
089f53a9-b344-4806-b0ef-d924d06a5e05,3070650,,Early Decision II,7231027,202540,Fall 40,D,Doctoral,,I,Non Resident Alien,P,partTime,2/27/24,,,,FALSE,,I,Inquiry,2/27/24,D,Doctoral,NS,School of Nursing,School of Nursing,PHD,Doctor of Philosophy,NUR,Nursing,HYBRID,Hybrid,,FALSE
995ddb04-0c6d-4227-b05e-0269a612168e,3335391,,Rolling Admission,7945788,202540,Fall 40,UG,Graduate,,R,Resident Alien,P,partTime,3/25/24,,,,FALSE,,I,Inquiry,3/25/24,UG,Graduate,ED,School of Education,School of Education,BArch,Bachelor of Architecture,HESA,Higher Ed / Student Affairs,HYBRID,Hybrid,,FALSE
